trabajar,"yo {{c1::trabajo}}
tú {{c1::trabajas}}
él, ella, usted {{c1::trabaja}}
nosotros, nosotras {{c1::trabajamos}}
vosotros, vosotras {{c1::trabajáis}}
ellos, ellas, ustedes {{c1::trabajan}}
vos	{{c1::trabajás}}"
dar,"yo {{c1::doy}}
tú {{c1::das}}
él, ella, usted {{c1::da}}
nosotros, nosotras {{c1::damos}}
vosotros, vosotras {{c1::dais}}
ellos, ellas, ustedes {{c1::dan}}
vos {{c1::das}}"


